book,line_number,action,original,cleaned,detail
末日咆哮2,21497,watermark_removed,    正如许默之前预想的那样，晚饭后不久，超市护卫队方面来人宣布了守夜通知。(顶点小说手打小说),  正如许默之前预想的那样，晚饭后不久，超市护卫队方面来人宣布了守夜通知。,(顶点小说手打小说)
末日咆哮2,21559,watermark_removed,    “我们是该想想下一步的出路了。(顶点小说手打小说)”,  “我们是该想想下一步的出路了。”,(顶点小说手打小说)
末日咆哮2,21619,watermark_removed,    “行，有刘哥你这句话，我一会儿说什么也得去找一个妞来泄泄火……先不说这个，刘哥，我给你看样东西。(顶点小说手打小说)”,  “行，有刘哥你这句话，我一会儿说什么也得去找一个妞来泄泄火……先不说这个，刘哥，我给你看样东西。”,(顶点小说手打小说)
末日咆哮2,21699,watermark_removed,    虽然未亲眼见到，但许默还是从幸存者口中听说一些，就在刘新明和他手下超市护卫队管辖的这几天里，幸存者中莫名其妙失踪过几名年轻女子，明里死在刘新明一伙人手下的也有两人，可以说整个超市护卫队里几乎就没有干净之人。(顶点小说手打小说),  虽然未亲眼见到，但许默还是从幸存者口中听说一些，就在刘新明和他手下超市护卫队管辖的这几天里，幸存者中莫名其妙失踪过几名年轻女子，明里死在刘新明一伙人手下的也有两人，可以说整个超市护卫队里几乎就没有干净之人。,(顶点小说手打小说)
末日咆哮2,21763,watermark_removed,    尽管胡波没有经过什么专业训练，但本就防着那些幸存者作乱的他哪里不会随时留着一手？随手将手中的强光手电筒向后一抛，连门口处究竟发生了什么都没顾得上看，胡波毫不犹豫的一个恶狗抢屎动作贴着光滑的水磨石地面蹿出三四米去。(顶点小说手打小说),  尽管胡波没有经过什么专业训练，但本就防着那些幸存者作乱的他哪里不会随时留着一手？随手将手中的强光手电筒向后一抛，连门口处究竟发生了什么都没顾得上看，胡波毫不犹豫的一个恶狗抢屎动作贴着光滑的水磨石地面蹿出三四米去。,(顶点小说手打小说)
末日咆哮2,21829,watermark_removed,    这些人中还是有聪明人的，一语便道破了应对危机的关键，其他人顿时恍然大悟，立刻动员起来，搬起周围一切有些重量的物件，将三楼放火通道的大门堵了个严严实实。(顶点小说手打小说),  这些人中还是有聪明人的，一语便道破了应对危机的关键，其他人顿时恍然大悟，立刻动员起来，搬起周围一切有些重量的物件，将三楼放火通道的大门堵了个严严实实。,(顶点小说手打小说)
末日咆哮2,21897,watermark_removed,    一口气打空了手中的USP手枪，许默也懒得去检查那一堆姑且可以称之为尸体的里面还有没有侥幸活下来的人，踩着被血液流得有些发粘的地面进入了三楼的走廊内，径直向刘新明平日里用来当作住处的经理办公室走去。(顶点小说手打小说),  一口气打空了手中的USP手枪，许默也懒得去检查那一堆姑且可以称之为尸体的里面还有没有侥幸活下来的人，踩着被血液流得有些发粘的地面进入了三楼的走廊内，径直向刘新明平日里用来当作住处的经理办公室走去。,(顶点小说手打小说)
末日咆哮2,23047,watermark_removed,    许默召出“阿拉斯加捕鲸叉”生存刀与砍骨刀对砍了一下，虽然砍骨刀毫无意外的被“阿拉斯加捕鲸叉”生存刀断为两截，但许默在对砍的时候也明显的感觉到了一股比较强的阻力，显然这把砍骨刀的钢质相当不错，说不定还可能是某种军用的特种合金钢。小^说^无广告的~顶点*小说~网www.shuyaya.com,  许默召出“阿拉斯加捕鲸叉”生存刀与砍骨刀对砍了一下，虽然砍骨刀毫无意外的被“阿拉斯加捕鲸叉”生存刀断为两截，但许默在对砍的时候也明显的感觉到了一股比较强的阻力，显然这把砍骨刀的钢质相当不错，说不定还可能是某种军用的特种合金钢。,www.shuyaya.com水印
末日咆哮2,23111,watermark_removed,    为了形象直观，何商用斧柄沾了些迅猛龙的血在地上画了三个同心圆，接着又在圆心处点了一个点，才继续解释道：“在很多战略游戏中，都有一种被称之为范围加成的属性存在……所谓的范围，指的是士兵距离主将或是城池的距离，距离越近，士兵便会得到更高的能力加成，反之则能力降低，当完全脱离加成范围后，士兵便只剩下最基本的属性。顶点小说手打小说['www.shuyaya.com']免费文字更新!”,  为了形象直观，何商用斧柄沾了些迅猛龙的血在地上画了三个同心圆，接着又在圆心处点了一个点，才继续解释道：“在很多战略游戏中，都有一种被称之为范围加成的属性存在……所谓的范围，指的是士兵距离主将或是城池的距离，距离越近，士兵便会得到更高的能力加成，反之则能力降低，当完全脱离加成范围后，士兵便只剩下最基本的属性。”,顶点小说手打小说; shuyaya.com推广
末日咆哮2,40677,watermark_removed,    许默大概猜到，何商很可能是在用【耳目寄生】这一技能在观察外界。レwww.shuyaya.com&spades;思&hearts;路&clubs;客レ,  许默大概猜到，何商很可能是在用【耳目寄生】这一技能在观察外界。,レwww.shuyaya.com水印
末日咆哮2,40759,watermark_removed,    而且从雷达上的反shè点来看，这个不明飞行物的体积相当大，差不多有他们所乘坐的运20的一半大小，飞行速度也无限接近音速。レwww.shuyaya.com&spades;思&hearts;路&clubs;客レ,  而且从雷达上的反shè点来看，这个不明飞行物的体积相当大，差不多有他们所乘坐的运20的一半大小，飞行速度也无限接近音速。,レwww.shuyaya.com水印
末日咆哮2,40879,watermark_removed,    即便使节团成员基本都是能力者体质，但他们毕竟是人不是神，八千米以上高空的寒冷对于他们来说也是难以长时间忍耐的。レwww.shuyaya.com&spades;思&hearts;路&clubs;客レ,  即便使节团成员基本都是能力者体质，但他们毕竟是人不是神，八千米以上高空的寒冷对于他们来说也是难以长时间忍耐的。,レwww.shuyaya.com水印
末日咆哮2,40941,watermark_removed,    虽然看起来像个假小子，但这个作为临时向导的肖龚子昱还是有着女xìng特有的细腻，在前往许默父母京城住处之前，先让司机将车开到了京城最富盛名也是最老牌的购物中心——国贸商城。レwww.shuyaya.com&spades;思&hearts;路&clubs;客レ,  虽然看起来像个假小子，但这个作为临时向导的肖龚子昱还是有着女xìng特有的细腻，在前往许默父母京城住处之前，先让司机将车开到了京城最富盛名也是最老牌的购物中心——国贸商城。,レwww.shuyaya.com水印
末日咆哮2,41095,watermark_removed,    临行前的头一天晚上，许默在最后一次整理行装时，无意中发现了夹在钱包深处的那张写有宫华妃手机号的纸条。レwww.shuyaya.com&spades;思&hearts;路&clubs;客レ,  临行前的头一天晚上，许默在最后一次整理行装时，无意中发现了夹在钱包深处的那张写有宫华妃手机号的纸条。,レwww.shuyaya.com水印
末日咆哮2,47339,watermark_removed,    强大的肉身可以产生旺盛的气血，同样，旺盛的气血也可以反哺肉身使其壮大。レwww.shuyaya.com&spades;思&hearts;路&clubs;客レ,  强大的肉身可以产生旺盛的气血，同样，旺盛的气血也可以反哺肉身使其壮大。,レwww.shuyaya.com水印
末日咆哮2,47417,watermark_removed,    蜈蚣jīng的口中发出略带咝咝声的吼叫，原形妖化后的她似乎神志并没有化作人型时那样清晰，但却还记得自己的目的，攻击虽狂暴凶猛，却始终没有对着许默的要害。レwww.shuyaya.com&spades;思&hearts;路&clubs;客レ,  蜈蚣jīng的口中发出略带咝咝声的吼叫，原形妖化后的她似乎神志并没有化作人型时那样清晰，但却还记得自己的目的，攻击虽狂暴凶猛，却始终没有对着许默的要害。,レwww.shuyaya.com水印
末日咆哮2,47545,watermark_removed,    按常理来说，柳醉墨应先将许默的尸身送回许家，再征得许家人的同意，方可带走许仙儿。レwww.shuyaya.com&spades;思&hearts;路&clubs;客レ,  按常理来说，柳醉墨应先将许默的尸身送回许家，再征得许家人的同意，方可带走许仙儿。,レwww.shuyaya.com水印
末日咆哮2,47669,watermark_removed,    趁着许默还在狼吞虎咽，顾盼小心的向许默身旁挪了挪，胳膊有意无意的向他身子上挨了挨，脸颊瞬间泛起红润，心中如踹了一只受惊的小兔般跳得飞快。レwww.shuyaya.com&spades;思&hearts;路&clubs;客レ,  趁着许默还在狼吞虎咽，顾盼小心的向许默身旁挪了挪，胳膊有意无意的向他身子上挨了挨，脸颊瞬间泛起红润，心中如踹了一只受惊的小兔般跳得飞快。,レwww.shuyaya.com水印
末日咆哮2,49451,watermark_removed,    “别动，我看看。レwww.shuyaya.com&spades;思&hearts;路&clubs;客レ”,  “别动，我看看。”,レwww.shuyaya.com水印
末日咆哮2,49735,watermark_removed,    赵神佑也紧紧的环抱着许默，眼泪虽依然在流，心中却是难以言喻的甜蜜和欢喜。レwww.shuyaya.com&spades;思&hearts;路&clubs;客レ,  赵神佑也紧紧的环抱着许默，眼泪虽依然在流，心中却是难以言喻的甜蜜和欢喜。,レwww.shuyaya.com水印
时空之头号玩家,2,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,189,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,356,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,541,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,718,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,955,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,1106,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,1289,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,1432,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,1595,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,1744,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,1839,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,1958,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,2059,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,2166,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,2295,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,2388,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,2503,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,2676,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,2801,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,2910,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,3011,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,3122,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,3227,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,3334,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,3461,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,3552,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,3633,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,3724,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,3853,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,3980,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,4093,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,4178,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,4251,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,4340,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,4425,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,4500,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,4579,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,4678,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,4765,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,4854,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,4959,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,5068,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,5171,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,5252,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,5331,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,5428,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,5523,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,5626,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,5685,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,5744,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,5807,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,5862,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,5913,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,5978,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,6035,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,6106,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,6213,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,6306,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,6391,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,6456,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,6529,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,6584,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,6687,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,6762,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,6877,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,6968,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,7035,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,7162,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,7233,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,7340,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,7455,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,7540,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,7631,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,7718,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,7823,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,7924,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,8049,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,8158,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,8273,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,8368,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,8467,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,8572,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,8649,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,8768,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,8873,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,8994,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,9097,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,9192,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,9293,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,9414,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,9529,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,9638,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,9731,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,9872,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,9983,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,10068,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,10159,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,10256,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,10343,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,10440,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,10525,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,10626,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,10741,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,10848,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,10953,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,11088,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,11197,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,11296,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,11407,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,11528,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,11643,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,11758,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,11849,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,11960,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,12075,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,12190,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,12297,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,12394,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,12491,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,12580,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,12679,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,12776,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,12881,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,12954,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,13065,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,13176,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,13269,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,13378,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,13485,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,13618,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,13723,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,13834,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,13945,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,14060,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,14155,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,14280,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,14377,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,14496,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,14601,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,14716,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,14843,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,14940,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,15033,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,15130,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,15245,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,15356,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,15449,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,15588,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,15673,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,15760,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,15857,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,15948,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,16029,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,16136,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,16213,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,16310,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,16427,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,16494,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,16575,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,16680,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,16783,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,16866,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,16979,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,17076,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,17189,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,17294,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,17399,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,17496,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,17597,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,17698,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,17787,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,17882,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,17983,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,18068,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,18177,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,18268,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,18359,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,18472,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,18601,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,18692,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,18787,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,18876,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,18991,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,19102,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,19223,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,19354,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,19463,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,19580,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,19669,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,19782,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,19895,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,19994,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,20087,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,20192,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,20267,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,20364,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,20461,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,20564,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,20647,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,20756,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,20869,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,20964,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,21065,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,21174,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,21287,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,21370,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,21487,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,21610,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,21733,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,21846,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,21975,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,22078,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,22185,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,22300,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,22415,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,22524,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,22657,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,22776,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,22881,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,22988,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,23119,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,23200,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,23299,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,23404,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,23531,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,23644,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,23747,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,23854,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,23955,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,24034,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,24137,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,24214,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,24295,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,24394,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,24513,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,24618,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,24719,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,24826,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,24937,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,25046,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,25159,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,25282,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,25403,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,25494,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,25593,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,25686,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,25805,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,25914,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,26027,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,26128,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,26247,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,26338,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,26433,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,26516,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,26619,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,26716,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,26795,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,26892,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,26989,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,27092,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,27203,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,27306,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,27431,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,27608,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,27725,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,27824,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,27945,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,28038,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,28127,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,28220,full_line_removed,------------,,"^-{10,}\s*$"
时空之头号玩家,28337,full_line_removed,------------,,"^-{10,}\s*$"
