file,line,type,pattern,original,cleaned
末日咆哮1_utf8.txt,47948,pinyin_or_other,,徐风流刚抱拳自报家门，许默这边突然有了动作，一把几十柄冰晶短刃甩手shè出，身形随即跟上，向着徐风流斩下无比凌厉的一刀。,徐风流刚抱拳自报家门，许默这边突然有了动作，一把几十柄冰晶短刃甩手射出，身形随即跟上，向着徐风流斩下无比凌厉的一刀。
末日咆哮1_utf8.txt,47958,pinyin_or_other,,但徐风流不比那头脑简单的蜈蚣jīng，身为武修的他战斗经验极为丰富，拼着受伤和许默强对了一掌，身形借机与许默拉开了距离，右手剑诀捏起，腰间长剑出一声响亮龙吟，一,但徐风流不比那头脑简单的蜈蚣精，身为武修的他战斗经验极为丰富，拼着受伤和许默强对了一掌，身形借机与许默拉开了距离，右手剑诀捏起，腰间长剑出一声响亮龙吟，一分为七
末日咆哮1_utf8.txt,47978,pinyin_or_other,,在这七柄长剑所组成的剑阵下，攻防双方瞬间逆转，哪怕许默的神经反shè和恶魔感应预判开到最大，也难以抵挡那三百六十度全方位的飞剑穿梭，全身伤痕累累，鲜血沿着冰渊魔,在这七柄长剑所组成的剑阵下，攻防双方瞬间逆转，哪怕许默的神经反射和恶魔感应预判开到最大，也难以抵挡那三百六十度全方位的飞剑穿梭，全身伤痕累累，鲜血沿着冰渊魔铠的
末日咆哮1_utf8.txt,47984,pinyin_or_other,,许默此刻神经反shè的负荷已经达到了极限，根本无法对徐风流的话加以反击，而且眼中的长剑已经开始逐渐模糊成了淡淡的剑光，周身的伤口数量也开始进一步加剧。,许默此刻神经反射的负荷已经达到了极限，根本无法对徐风流的话加以反击，而且眼中的长剑已经开始逐渐模糊成了淡淡的剑光，周身的伤口数量也开始进一步加剧。
末日咆哮1_utf8.txt,47992,pinyin_or_other,,剑阵之所以防不胜防，关键是因为被困者永远不知道下一把剑会是从哪个方向shè出，但若是提前知道了其中的运行规律，那么剑阵也就不攻自破了。,剑阵之所以防不胜防，关键是因为被困者永远不知道下一把剑会是从哪个方向射出，但若是提前知道了其中的运行规律，那么剑阵也就不攻自破了。
末日咆哮1_utf8.txt,48036,pinyin_or_other,,许默之前一直以为这徐风流的七杀剑诀可能是来源于他的jīng神碎片，但简单翻看了这本七杀剑诀后，他才现，这本七杀剑诀和他得到的那枚玉简中记载的七杀剑诀居然有着很大,许默之前一直以为这徐风流的七杀剑诀可能是来源于他的精神碎片，但简单翻看了这本七杀剑诀后，他才现，这本七杀剑诀和他得到的那枚玉简中记载的七杀剑诀居然有着很大的不同
末日咆哮1_utf8.txt,48448,pinyin_or_other,,许默自然知道城南的张府，主人张员外便是那小正太张玉堂的爹，所谓的遭邪魔估计就是指当初张玉堂被蜈蚣jīng抓走一事。,许默自然知道城南的张府，主人张员外便是那小正太张玉堂的爹，所谓的遭邪魔估计就是指当初张玉堂被蜈蚣精抓走一事。
末日咆哮1_utf8.txt,49268,pinyin_or_other,,许默可不是许仙那种滥好人，顺手救人尚无不可，但可不会为了这jīng神世界中NPC般的百姓就去招惹王道灵这个原著中实力仅次于法海的第二号大BOSS。,许默可不是许仙那种滥好人，顺手救人尚无不可，但可不会为了这精神世界中NPC般的百姓就去招惹王道灵这个原著中实力仅次于法海的第二号大BOSS。
末日咆哮1_utf8.txt,49274,pinyin_or_other,,白素贞毕竟曾与王道灵同山修炼过数百年，知道这蛤蟆jīng虽然xìng格乖张，但并不是疯子，倒也做不出光天化rì当街杀人这等遭天谴之事。可毕竟她曾将王道灵打成重伤,白素贞毕竟曾与王道灵同山修炼过数百年，知道这蛤蟆jīng虽然性格乖张，但并不是疯子，倒也做不出光天化rì当街杀人这等遭天谴之事。可毕竟她曾将王道灵打成重伤，使其
末日咆哮1_utf8.txt,50500,pinyin_or_other,,刚进庭院，许默便看到临街的正门半边被完全推开，一名身着纯白se纱裙的俏丽少女正谨慎的探头向院内张望，如出水芙蓉般清丽脱俗的脸上写满了疑惑之se。,刚进庭院，许默便看到临街的正门半边被完全推开，一名身着纯白色纱裙的俏丽少女正谨慎的探头向院内张望，如出水芙蓉般清丽脱俗的脸上写满了疑惑之se。
末日咆哮1_utf8.txt,57238,pinyin_or_other,,几乎没有后座力的末rì碎片幻化枪械就好cāo作，从甲板到船壁最多不过十米的距离，完全可以说是指哪打哪。,几乎没有后座力的末日碎片幻化枪械就好cāo作，从甲板到船壁最多不过十米的距离，完全可以说是指哪打哪。
末日咆哮1_utf8.txt,57242,pinyin_or_other,,红椰蟹也不过就是二级普通生物，那锅盔般的外壳再坚固也抵不住二级顶峰强化枪械如此近距离的shè击，在二十几把自动步枪的疯狂扫shè下，爬满船体外壁的红sè蟹chá,红椰蟹也不过就是二级普通生物，那锅盔般的外壳再坚固也抵不住二级顶峰强化枪械如此近距离的射击，在二十几把自动步枪的疯狂扫shè下，爬满船体外壁的红色蟹cháo瞬间
末日咆哮1_utf8.txt,57252,pinyin_or_other,,甲板两侧的长廊空间狭小，甚至无法并列排开四只红椰蟹，神琉璃无法使出什么大开大合的刀法，来来回回只有简单的一招突刺，每每在这时，手中的那柄倭刀便会在幽暗的空间中亮,甲板两侧的长廊空间狭小，甚至无法并列排开四只红椰蟹，神琉璃无法使出什么大开大合的刀法，来来回回只有简单的一招突刺，每每在这时，手中的那柄倭刀便会在幽暗的空间中亮
末日咆哮1_utf8.txt,57262,pinyin_or_other,,许默迅速交代了任务，漆黑的瞬间殖装全身，蓝sè光焰在铠甲的缝隙间亮起，如同一只从天而降的黑sè恶魔般自身跃入甲板上密集的红椰蟹群中，左右开弓，顷刻间数十只试图一,许默迅速交代了任务，漆黑的瞬间殖装全身，蓝色光焰在铠甲的缝隙间亮起，如同一只从天而降的黑色恶魔般自身跃入甲板上密集的红椰蟹群中，左右开弓，顷刻间数十只试图一拥而
末日咆哮1_utf8.txt,57270,pinyin_or_other,,刚才宫华妃一行人下舱客串“土匪”时，考虑到己方无人能使用末rì碎片，宫华妃便将许默交给她的那枚可以制造二级弹匣的绿sè碎片暂时交给了李在道使用，也就是当初许默劫,刚才宫华妃一行人下舱客串“土匪”时，考虑到己方无人能使用末日碎片，宫华妃便将许默交给她的那枚可以制造二级弹匣的绿色碎片暂时交给了李在道使用，也就是当初许默劫杀撕
末日咆哮1_utf8.txt,57286,pinyin_or_other,,李在道下意识的看向不远处正手忙脚乱向下shè击的几个新人，背风点了一颗有些发cháo的香烟道：“其实唇亡齿寒的道理说出来都懂，这些人也不是看不清形势，只不过死亡,李在道下意识的看向不远处正手忙脚乱向下射击的几个新人，背风点了一颗有些发cháo的香烟道：“其实唇亡齿寒的道理说出来都懂，这些人也不是看不清形势，只不过死亡的恐
末日咆哮1_utf8.txt,57290,pinyin_or_other,,李在道抽完一支烟再次起身下船舱去做说客，临行前他将那枚制造二级弹匣的绿sè碎片交还给了许默，毕竟整艘船上已经没有多余的二级碎片可以用来作为制造原料了。,李在道抽完一支烟再次起身下船舱去做说客，临行前他将那枚制造二级弹匣的绿色碎片交还给了许默，毕竟整艘船上已经没有多余的二级碎片可以用来作为制造原料了。
末日咆哮1_utf8.txt,58976,pinyin_or_other,,许默瞬间断开固定于舱顶的抓钩翻身倒悬向上漆黑如墨的殖装整个人如同划过天际的流星般飞速在昏黑的空间中拖出一道夺目的湛蓝se光尾。,许默瞬间断开固定于舱顶的抓钩翻身倒悬向上漆黑如墨的殖装整个人如同划过天际的流星般飞速在昏黑的空间中拖出一道夺目的湛蓝色光尾。
末日咆哮1_utf8.txt,58980,pinyin_or_other,,林亦静召出的人形分身倒挂在舱顶的管以速度向下she出一支支银白se的能量箭。,林亦静召出的人形分身倒挂在舱顶的管以速度向下she出一支支银白色的能量箭。
末日咆哮1_utf8.txt,59004,pinyin_or_other,,宫华妃扯着一道绳索般的金发从舱顶稳稳的落在巨型章鱼的正一团看似平淡无奇的粉红se火焰从手中随即反手拍入巨型章鱼的头顶。,宫华妃扯着一道绳索般的金发从舱顶稳稳的落在巨型章鱼的正一团看似平淡无奇的粉红色火焰从手中随即反手拍入巨型章鱼的头顶。
末日咆哮1_utf8.txt,59034,pinyin_or_other,,听到唐果的惊许默还以为发生了什么冲过去却发现唐果正抱着一个差不多有瑜伽球大小的白se球体左看见到许默后立刻邀功般的举在头顶。,听到唐果的惊许默还以为发生了什么冲过去却发现唐果正抱着一个差不多有瑜伽球大小的白色球体左看见到许默后立刻邀功般的举在头顶。
末日咆哮1_utf8.txt,59454,pinyin_or_other,,结果很不错，上津市的安全级别为绿se，属于可ziyou活动且无末ri幻境损害地区。,结果很不错，上津市的安全级别为绿色，属于可ziyou活动且无末ri幻境损害地区。
末日咆哮1_utf8.txt,59502,pinyin_or_other,,神琉璃再次微微俯身鞠躬，随即转身坐进了一辆黑se轿车内，三木凛和大门一郎二人向许默点头示意后也跟随坐上后面的车一同离开。,神琉璃再次微微俯身鞠躬，随即转身坐进了一辆黑色轿车内，三木凛和大门一郎二人向许默点头示意后也跟随坐上后面的车一同离开。
末日咆哮1_utf8.txt,59764,pinyin_or_other,,“我们以往常规获得紫sè碎片的方法是利用其第二种特xing来分解幻境生物的尸体，但无论是从猎捕还是运输方面来看，效率实在太低，而且也会因此而拖住我们有限的战力。,“我们以往常规获得紫色碎片的方法是利用其第二种特xing来分解幻境生物的尸体，但无论是从猎捕还是运输方面来看，效率实在太低，而且也会因此而拖住我们有限的战力。爱
末日咆哮1_utf8.txt,59766,pinyin_or_other,,以目前公认的理论来看，幻境生物是幻境世界对异生物入侵所产生的自我防御机制，是末ri尘埃能量的具象化产物，那么也就是说，我们完全可以直接利用末ri尘埃制造紫sè碎,以目前公认的理论来看，幻境生物是幻境世界对异生物入侵所产生的自我防御机制，是末ri尘埃能量的具象化产物，那么也就是说，我们完全可以直接利用末ri尘埃制造紫色碎片
末日咆哮1_utf8.txt,59768,pinyin_or_other,,于是我们就制造了这个实验室，利用太空级的密封环境，人为的使幻境中的末ri尘埃无法扩散，单位密度不断提升，从而形成近乎实质的末ri尘埃能量迷雾，再通过上方平台的其,于是我们就制造了这个实验室，利用太空级的密封环境，人为的使幻境中的末ri尘埃无法扩散，单位密度不断提升，从而形成近乎实质的末ri尘埃能量迷雾，再通过上方平台的其
末日咆哮1_utf8.txt,59772,pinyin_or_other,,“现在这个实验室的紫sè碎片产量如何？”黄华才问道。,“现在这个实验室的紫色碎片产量如何？”黄华才问道。
末日咆哮1_utf8.txt,59774,pinyin_or_other,,“在这种密封环境的极限浓度下，每个幻境本源每小时可以吸收并凝结出的紫sè碎片是1000枚，目前这个实验室有10个幻境本源正在运作。”,“在这种密封环境的极限浓度下，每个幻境本源每小时可以吸收并凝结出的紫色碎片是1000枚，目前这个实验室有10个幻境本源正在运作。”
末日咆哮1_utf8.txt,59778,pinyin_or_other,,每小时1000枚，十个本源就是每小时10000枚，一天下来就是240000枚，一个月就是7200000枚，一年就是足足86400000枚紫sè碎片！,每小时1000枚，十个本源就是每小时10000枚，一天下来就是240000枚，一个月就是7200000枚，一年就是足足86400000枚紫色碎片！
末日咆哮1_utf8.txt,59780,pinyin_or_other,,八千多万枚紫sè碎片是什么概念？,八千多万枚紫色碎片是什么概念？
末日咆哮1_utf8.txt,59782,pinyin_or_other,,以那“哈德门”香烟的换算比例，假设一枚紫sè碎片可以从幻境世界中带回一吨重的物资，换算成粮食，相当于可以从幻境世界中带回8640万吨的粮食。,以那“哈德门”香烟的换算比例，假设一枚紫色碎片可以从幻境世界中带回一吨重的物资，换算成粮食，相当于可以从幻境世界中带回8640万吨的粮食。
末日咆哮1_utf8.txt,59806,pinyin_or_other,,“魏研究员，我记得由我们军方移交你们实验室的十一个幻境本源中，有三个是二级幻境本源？难道它们的紫sè碎片出产效率也和一级本源一样吗？”,“魏研究员，我记得由我们军方移交你们实验室的十一个幻境本源中，有三个是二级幻境本源？难道它们的紫色碎片出产效率也和一级本源一样吗？”
末日咆哮1_utf8.txt,59810,pinyin_or_other,,“8640万这个数量级是没错的，但数量却是不对的。”魏正林任由众人错愕片刻，才继续解释道：“幻境本源凝结紫sè碎片的效率一方面在于本源自身等级，另一方面也要看末,“8640万这个数量级是没错的，但数量却是不对的。”魏正林任由众人错愕片刻，才继续解释道：“幻境本源凝结紫色碎片的效率一方面在于本源自身等级，另一方面也要看末r
末日咆哮1_utf8.txt,59818,pinyin_or_other,,魏正林叫过一名年轻研究员，从实验室的样品间取过几枚紫sè碎片交给黄华才等人传看，同时解释道：“大家可以看到，这里有三种紫sè碎片，尽管大小完全相同，但其颜sè和,魏正林叫过一名年轻研究员，从实验室的样品间取过几枚紫色碎片交给黄华才等人传看，同时解释道：“大家可以看到，这里有三种紫色碎片，尽管大小完全相同，但其颜色和蕴含的
末日咆哮1_utf8.txt,59820,pinyin_or_other,,以一级紫sè碎片为1基本单位，二级碎片为5单位，三级碎片为25单位……依次类推，四级125单位，五级625单位，六级3125单位，七级15625单位，八级781,以一级紫色碎片为1基本单位，二级碎片为5单位，三级碎片为25单位……依次类推，四级125单位，五级625单位，六级3125单位，七级15625单位，八级7812
末日咆哮1_utf8.txt,59826,pinyin_or_other,,“骆组长说得对，我们确实浪费了每小时3000个单位紫sè碎片的产能。”魏正林坦然承认。,“骆组长说得对，我们确实浪费了每小时3000个单位紫色碎片的产能。”魏正林坦然承认。
末日咆哮1_utf8.txt,59834,pinyin_or_other,,眼前这几个人无论拉出哪一个职位都比他高，魏正林哪敢有什么不满，只得无奈的陪笑道：“我们也知道这样是严重浪费产能，但游离状态的末ri尘埃能量不同于矿石之类的普通原,眼前这几个人无论拉出哪一个职位都比他高，魏正林哪敢有什么不满，只得无奈的陪笑道：“我们也知道这样是严重浪费产能，但游离状态的末ri尘埃能量不同于矿石之类的普通原
末日咆哮1_utf8.txt,59848,pinyin_or_other,,但那也就同时意味着，紫sè碎片产量将不可能大幅度的增加，必然将严格受到可用幻境本源数量的制约。,但那也就同时意味着，紫色碎片产量将不可能大幅度的增加，必然将严格受到可用幻境本源数量的制约。
末日咆哮1_utf8.txt,59854,pinyin_or_other,,退出紫sè碎片的生产实验室，魏正林将黄华才骆冰一行人引入一间类似打靶场的房间内。,退出紫色碎片的生产实验室，魏正林将黄华才骆冰一行人引入一间类似打靶场的房间内。
末日咆哮1_utf8.txt,59860,pinyin_or_other,,“蛤蟆jing，紫sè碎片生产实验室刚建成时的几只副产品。”,“蛤蟆jing，紫色碎片生产实验室刚建成时的几只副产品。”
末日咆哮1_utf8.txt,60368,pinyin_or_other,,千叶葵取来一套淡蓝sè的小纹和服，为月见山千代穿着梳理起来。,千叶葵取来一套淡蓝色的小纹和服，为月见山千代穿着梳理起来。
末日咆哮1_utf8.txt,60924,pinyin_or_other,,宫华妃跳下床，双手交叉嘟起嘴，一道粉红se火光打着螺旋自下而上瞬燃瞬灭，一丰ru肥臀的碧眼金发女郎登时在许默面前搔首弄姿。,宫华妃跳下床，双手交叉嘟起嘴，一道粉红色火光打着螺旋自下而上瞬燃瞬灭，一丰ru肥臀的碧眼金发女郎登时在许默面前搔首弄姿。
末日咆哮1_utf8.txt,60932,pinyin_or_other,,宫华妃的头顶忽然长出一对毛茸茸的白se猫耳，双眼也随之变作绿se的竖瞳，一根半米多长的猫尾高高翘起，很自然的在身后弯成一个柔软的s形。,宫华妃的头顶忽然长出一对毛茸茸的白色猫耳，双眼也随之变作绿色的竖瞳，一根半米多长的猫尾高高翘起，很自然的在身后弯成一个柔软的s形。
末日咆哮1_utf8.txt,61834,pinyin_or_other,,今天的月见山千代显然是经过极为jing心的打扮，一头柔顺的及臀长发被梳理得仿若最光滑的绸缎，配上素雅的粉白se染花和服，将倭国传统女xing特有的柔美恭顺展现得,今天的月见山千代显然是经过极为jing心的打扮，一头柔顺的及臀长发被梳理得仿若最光滑的绸缎，配上素雅的粉白色染花和服，将倭国传统女xing特有的柔美恭顺展现得淋
末日咆哮1_utf8.txt,61966,pinyin_or_other,,宫华妃拍打着双手的蛋糕屑，寸许长的舌尖卷过嘴角粘黏的白senai油，颇有一种诱人的xing感。,宫华妃拍打着双手的蛋糕屑，寸许长的舌尖卷过嘴角粘黏的白色nai油，颇有一种诱人的xing感。
末日咆哮1_utf8.txt,62050,pinyin_or_other,,而在走出会场不久，许默却再次感觉到了那道视线追随着再次落在他的身上，立刻转身向循迹望去，一道黑se的人影一闪即逝，消失在茫茫夜se当中。,而在走出会场不久，许默却再次感觉到了那道视线追随着再次落在他的身上，立刻转身向循迹望去，一道黑色的人影一闪即逝，消失在茫茫夜se当中。
末日咆哮1_utf8.txt,62104,pinyin_or_other,,进入虻田町范围数分钟后，车队停在了黄sejing戒线以外的一处空地上。,进入虻田町范围数分钟后，车队停在了黄色jing戒线以外的一处空地上。
末日咆哮1_utf8.txt,62246,pinyin_or_other,,黎离抓着一只美丽蓝se小鸟的双爪吊在空中，不断围绕着许默三人盘旋。,黎离抓着一只美丽蓝色小鸟的双爪吊在空中，不断围绕着许默三人盘旋。
末日咆哮1_utf8.txt,62256,pinyin_or_other,,“那些建筑的风格，看起来很像是十九世纪欧洲的普通民居。”何商玩过很多类似背景的游戏，因此对这种极富地域特se的建筑相当熟悉。,“那些建筑的风格，看起来很像是十九世纪欧洲的普通民居。”何商玩过很多类似背景的游戏，因此对这种极富地域特色的建筑相当熟悉。
末日咆哮1_utf8.txt,62262,pinyin_or_other,,众人循着林亦静的指示向下望去，果然见到一片废墟的角落中蹲着一个貌似人形的生物，头顶有毛发，周身粉白se的肉皮，四肢和躯干清晰可见。,众人循着林亦静的指示向下望去，果然见到一片废墟的角落中蹲着一个貌似人形的生物，头顶有毛发，周身粉白色的肉皮，四肢和躯干清晰可见。
末日咆哮1_utf8.txt,62636,pinyin_or_other,,树林一丛矮小灌木下方的地面徐徐向上拱起，随即如同喷泉一般涌出大量纯白se的细沙，逐渐堆高至近两米时忽然崩塌流淌，一名全身罩在黑袍中的年轻女子从其中显露出来。,树林一丛矮小灌木下方的地面徐徐向上拱起，随即如同喷泉一般涌出大量纯白色的细沙，逐渐堆高至近两米时忽然崩塌流淌，一名全身罩在黑袍中的年轻女子从其中显露出来。
末日咆哮1_utf8.txt,62680,pinyin_or_other,,起初看上去好像只是地平线上的一条白线，但随着橡皮筏的逐渐驶近，那道白线开始以极快的速度从地平线上拔地而起，即便明明知道距离墙壁还有很长一段路程，但那在视线中不断,起初看上去好像只是地平线上的一条白线，但随着橡皮筏的逐渐驶近，那道白线开始以极快的速度从地平线上拔地而起，即便明明知道距离墙壁还有很长一段路程，但那在视线中不断
末日咆哮1_utf8.txt,62776,pinyin_or_other,,“许默，真的要穿这些衣服吗？看起来好奇怪……”林亦静提起床上的一件白se束身内衣，面露为难道。,“许默，真的要穿这些衣服吗？看起来好奇怪……”林亦静提起床上的一件白色束身内衣，面露为难道。
末日咆哮1_utf8.txt,65432,pinyin_or_other,,许默早已从三笠那里知道古贺冬香所生的是个女孩，眼下正是chun天，万物复苏，满眼尽是生机勃勃的嫩绿se，恰好与“碧”同义，而且这里又是墙壁内的世界，借用“碧”这,许默早已从三笠那里知道古贺冬香所生的是个女孩，眼下正是chun天，万物复苏，满眼尽是生机勃勃的嫩绿色，恰好与“碧”同义，而且这里又是墙壁内的世界，借用“碧”这个
末日咆哮1_utf8.txt,65504,pinyin_or_other,,几头正在从破洞进入的巨人当场被从天而降的巨型混凝土块砸成了一滩根本看不出形状的肉泥，由于陷入地下太深，连自愈产生的白se蒸汽都没能冒出来。,几头正在从破洞进入的巨人当场被从天而降的巨型混凝土块砸成了一滩根本看不出形状的肉泥，由于陷入地下太深，连自愈产生的白色蒸汽都没能冒出来。
末日咆哮2_utf8.txt,2185,star_restore,谁\*\*\*把我挤出去的,“别烦，躲一边去！”我一把按在小扁扁的脸上把他推开，怒气冲冲向人群吼道：“刚才谁***把我挤出去的！那边那个戴眼镜的，是不是你！？”,“别烦，躲一边去！”我一把按在小扁扁的脸上把他推开，怒气冲冲向人群吼道：“刚才他妈谁把我挤出去的！那边那个戴眼镜的，是不是你！？”
末日咆哮2_utf8.txt,2185,pinyin_or_other,,“别烦，躲一边去！”我一把按在小扁扁的脸上把他推开，怒气冲冲向人群吼道：“刚才谁***把我挤出去的！那边那个戴眼镜的，是不是你！？”,“别烦，躲一边去！”我一把按在小扁扁的脸上把他推开，怒气冲冲向人群吼道：“刚才他妈谁把我挤出去的！那边那个戴眼镜的，是不是你！？”
末日咆哮2_utf8.txt,2613,star_restore,看你下次还\*\*\*敢不敢,“小子！这次给你个教训！英雄不是那么好当的！没那个本事少学人家见义勇为！这就是你多管闲事的下场！看你下次还***敢不敢多事！”,“小子！这次给你个教训！英雄不是那么好当的！没那个本事少学人家见义勇为！这就是你多管闲事的下场！看你下次还他妈敢不敢多事！”
末日咆哮2_utf8.txt,2613,pinyin_or_other,,“小子！这次给你个教训！英雄不是那么好当的！没那个本事少学人家见义勇为！这就是你多管闲事的下场！看你下次还***敢不敢多事！”,“小子！这次给你个教训！英雄不是那么好当的！没那个本事少学人家见义勇为！这就是你多管闲事的下场！看你下次还他妈敢不敢多事！”
末日咆哮2_utf8.txt,11667,star_restore,青白色\*\*\*\*,见过刀锋螳螂之前比赛的观众印象中的残肢伴随着鲜血散落的景象并没有出现，巨爪交叉护住头脸的女暴君身上仅仅只被划开了十几道刚刚见血的浅痕，并且在双臂缓缓下落的几秒内,见过刀锋螳螂之前比赛的观众印象中的残肢伴随着鲜血散落的景象并没有出现，巨爪交叉护住头脸的女暴君身上仅仅只被划开了十几道刚刚见血的浅痕，并且在双臂缓缓下落的几秒内
末日咆哮2_utf8.txt,11667,pinyin_or_other,,见过刀锋螳螂之前比赛的观众印象中的残肢伴随着鲜血散落的景象并没有出现，巨爪交叉护住头脸的女暴君身上仅仅只被划开了十几道刚刚见血的浅痕，并且在双臂缓缓下落的几秒内,见过刀锋螳螂之前比赛的观众印象中的残肢伴随着鲜血散落的景象并没有出现，巨爪交叉护住头脸的女暴君身上仅仅只被划开了十几道刚刚见血的浅痕，并且在双臂缓缓下落的几秒内
末日咆哮2_utf8.txt,17617,star_restore,求爷爷告\*\*\*,“乖乖，之前跑个两千万的贷款还得求爷爷告***请银行那帮孙子吃喝嫖赌一条龙，现在有这一亿五千万，就是他们再反过来求爷去贷款，爷都不鸟他们了！”,“乖乖，之前跑个两千万的贷款还得求爷爷告奶奶请银行那帮孙子吃喝嫖赌一条龙，现在有这一亿五千万，就是他们再反过来求爷去贷款，爷都不鸟他们了！”
末日咆哮2_utf8.txt,17617,pinyin_or_other,,“乖乖，之前跑个两千万的贷款还得求爷爷告***请银行那帮孙子吃喝嫖赌一条龙，现在有这一亿五千万，就是他们再反过来求爷去贷款，爷都不鸟他们了！”,“乖乖，之前跑个两千万的贷款还得求爷爷告奶奶请银行那帮孙子吃喝嫖赌一条龙，现在有这一亿五千万，就是他们再反过来求爷去贷款，爷都不鸟他们了！”
末日咆哮2_utf8.txt,19777,star_restore,你这个小婊子想\*\*\*撞死我,“妈的！你这个小婊子想***撞死我啊！”,“妈的！你这个小婊子想故意撞死我啊！”
末日咆哮2_utf8.txt,19777,pinyin_or_other,,“妈的！你这个小婊子想***撞死我啊！”,“妈的！你这个小婊子想故意撞死我啊！”
末日咆哮2_utf8.txt,20639,star_restore,你们现在早\*\*\*喂了,而且要不是许哥提前有所准备，你们现在早***喂了丧尸了，还会有命在这里唧唧歪歪的？胁迫什么？你们不愿意走谁也没用枪顶着你们的脑袋让你们走啊！知道自己留下来活不下,而且要不是许哥提前有所准备，你们现在早他妈喂了丧尸了，还会有命在这里唧唧歪歪的？胁迫什么？你们不愿意走谁也没用枪顶着你们的脑袋让你们走啊！知道自己留下来活不下去
末日咆哮2_utf8.txt,20639,star_restore,我们\*\*\*该你们的,而且要不是许哥提前有所准备，你们现在早***喂了丧尸了，还会有命在这里唧唧歪歪的？胁迫什么？你们不愿意走谁也没用枪顶着你们的脑袋让你们走啊！知道自己留下来活不下,而且要不是许哥提前有所准备，你们现在早他妈喂了丧尸了，还会有命在这里唧唧歪歪的？胁迫什么？你们不愿意走谁也没用枪顶着你们的脑袋让你们走啊！知道自己留下来活不下去
末日咆哮2_utf8.txt,20639,pinyin_or_other,,而且要不是许哥提前有所准备，你们现在早***喂了丧尸了，还会有命在这里唧唧歪歪的？胁迫什么？你们不愿意走谁也没用枪顶着你们的脑袋让你们走啊！知道自己留下来活不下,而且要不是许哥提前有所准备，你们现在早他妈喂了丧尸了，还会有命在这里唧唧歪歪的？胁迫什么？你们不愿意走谁也没用枪顶着你们的脑袋让你们走啊！知道自己留下来活不下去
末日咆哮2_utf8.txt,21381,ad_line_removed,,许默稍感奇怪，以往这种时候，何商吊足胃口拿出的往往是什么限定版的动漫手办之类，最多就是十八禁那种，但他不认为何商会在这种朝不保夕的状况下还和他开这种玩笑。(顶点,
末日咆哮2_utf8.txt,21497,ad_line_removed,,正如许默之前预想的那样，晚饭后不久，超市护卫队方面来人宣布了守夜通知。(顶点小说手打小说),
末日咆哮2_utf8.txt,21559,ad_line_removed,,“我们是该想想下一步的出路了。(顶点小说手打小说)”,
末日咆哮2_utf8.txt,21617,star_restore,你\*\*\*不会,“嗯……好个屁，现在一天到晚没个鸟事，只好给鸟找点事……嗯……”刘新明掰着两条修长的大腿用力顶了几下，转头笑骂道：“黑子，你***不会就是来看老子给你做现场表演,“嗯……好个屁，现在一天到晚没个鸟事，只好给鸟找点事……嗯……”刘新明掰着两条修长的大腿用力顶了几下，转头笑骂道：“黑子，他妈不会就是来看老子给你做现场表演的吧
末日咆哮2_utf8.txt,21617,pinyin_or_other,,“嗯……好个屁，现在一天到晚没个鸟事，只好给鸟找点事……嗯……”刘新明掰着两条修长的大腿用力顶了几下，转头笑骂道：“黑子，你***不会就是来看老子给你做现场表演,“嗯……好个屁，现在一天到晚没个鸟事，只好给鸟找点事……嗯……”刘新明掰着两条修长的大腿用力顶了几下，转头笑骂道：“黑子，他妈不会就是来看老子给你做现场表演的吧
末日咆哮2_utf8.txt,21619,ad_line_removed,,“行，有刘哥你这句话，我一会儿说什么也得去找一个妞来泄泄火……先不说这个，刘哥，我给你看样东西。(顶点小说手打小说)”,
末日咆哮2_utf8.txt,21699,ad_line_removed,,虽然未亲眼见到，但许默还是从幸存者口中听说一些，就在刘新明和他手下超市护卫队管辖的这几天里，幸存者中莫名其妙失踪过几名年轻女子，明里死在刘新明一伙人手下的也有两,
末日咆哮2_utf8.txt,21763,ad_line_removed,,尽管胡波没有经过什么专业训练，但本就防着那些幸存者作乱的他哪里不会随时留着一手？随手将手中的强光手电筒向后一抛，连门口处究竟发生了什么都没顾得上看，胡波毫不犹豫,
末日咆哮2_utf8.txt,21829,ad_line_removed,,这些人中还是有聪明人的，一语便道破了应对危机的关键，其他人顿时恍然大悟，立刻动员起来，搬起周围一切有些重量的物件，将三楼放火通道的大门堵了个严严实实。(顶点小说,
末日咆哮2_utf8.txt,21897,ad_line_removed,,一口气打空了手中的USP手枪，许默也懒得去检查那一堆姑且可以称之为尸体的里面还有没有侥幸活下来的人，踩着被血液流得有些发粘的地面进入了三楼的走廊内，径直向刘新明,
末日咆哮2_utf8.txt,23047,ad_line_removed,,许默召出“阿拉斯加捕鲸叉”生存刀与砍骨刀对砍了一下，虽然砍骨刀毫无意外的被“阿拉斯加捕鲸叉”生存刀断为两截，但许默在对砍的时候也明显的感觉到了一股比较强的阻力，,
末日咆哮2_utf8.txt,23111,ad_line_removed,,为了形象直观，何商用斧柄沾了些迅猛龙的血在地上画了三个同心圆，接着又在圆心处点了一个点，才继续解释道：“在很多战略游戏中，都有一种被称之为范围加成的属性存在……,
